subject,trial,feature,roi
44,52,"[0.1906991487305001, 0.7795946455407821, 0.7965351501702365, 0.2758312593738106, 0.15650660429158336, 0.4642462922297875, 0.510754970570987, 0.3091320879654753, 0.326995754406322, 0.9986495223457486, 0.1475289063513483, 0.8220788616473412, 0.32847561765631883]",eye
44,53,"[0.38434652770885047, 0.11080937631357823, 0.6055432601766881, 0.3819047104662767, 0.31550395978009915, 0.044832094031452496, 0.7536644875259176, 0.8784083271580965, 0.7426192974356924, 0.5297893986924074, 0.5646905925153635, 0.30166202105947715, 0.16463076830492773]",mouth
44,54,"[0.3280153478948621, 0.3853305523414895, 0.4663363390095354, 0.7860050883853792, 0.03192626396842857, 0.8381717559997311, 0.06816770051464094, 0.4453954381678662, 0.5440511977018994, 0.09044105751699638, 0.9694537028591134, 0.5640172438994849, 0.1705576780667457]",mouth
44,55,"[0.6926356830717125, 0.5744514767253974, 0.7029599345573851, 0.9329870292210809, 0.44871132944012215, 0.3890747443134076, 0.5265932046842399, 0.12703365418849977, 0.4127334956127696, 0.1864316614242153, 0.021640799116315668, 0.5414603957634415, 0.08448848828657363]",
44,56,"[0.9644440888825144, 0.2786227688396724, 0.8606938768652568, 0.9581796013169949, 0.5900392669609883, 0.7671166276693899, 0.08207272492646756, 0.12302731148934432, 0.5246545567601925, 0.755880817592433, 0.06792722100941029, 0.7004004808739865, 0.22366274716444867]",mouth
44,57,"[0.5431191378944343, 0.7552137957896569, 0.9463509114490605, 0.6435638936106091, 0.22796652240775395, 0.1923137973878496, 0.36221221378348334, 0.776096181567967, 0.4732209620110944, 0.5633163076632588, 0.32640497679274116, 0.24287895195244602, 0.012108014819972701]",mouth
44,58,"[0.005364180956327735, 0.020200932786390013, 0.45302382631979765, 0.9129596191588466, 0.8635150031253993, 0.8564319830825954, 0.09012937026362589, 0.44285005688113244, 0.012302382277361579, 0.6021414547706953, 0.5524323112915819, 0.44192223367203864, 0.9047174230842961]",eye
44,59,"[0.7360470241966576, 0.5658746879922023, 0.720411396959173, 0.480546189301876, 0.48421260878727346, 0.49010387136515376, 0.1733748812503182, 0.3066164554063061, 0.7105028705659127, 0.5005948670163413, 0.8188388079923649, 0.026024852714432334, 0.41067179505537077]",
44,60,"[0.9321592496104069, 0.8241163017586188, 0.5864814126704462, 0.6213098501793836, 0.333752481370595, 0.6820243228446579, 0.2529980512457751, 0.13809277475416415, 0.05539549791539733, 0.1894366820690898, 0.6516886167331124, 0.5602217295564988, 0.7460042605178941]",
44,61,"[0.8762779999397847, 0.5479980105143375, 0.5195341866276726, 0.7441545913724378, 0.9311080420804184, 0.9685985783722785, 0.14848055711941066, 0.6267382937913791, 0.7047628966324132, 0.8886370082219001, 0.3466913411010242, 0.8755267740213735, 0.9026009102505037]",
44,62,"[0.04054279724439758, 0.9290399305073391, 0.3408300780514485, 0.2399775580876049, 0.5514348164898474, 0.530406338993295, 0.6961403111168386, 0.2967322404748758, 0.2748407879191389, 0.6393875253579188, 0.3008358902086187, 0.789928797688178, 0.31667184348688293]",
44,63,"[0.6810742988315049, 0.38609770754895567, 0.2214359347484438, 0.15278366763753048, 0.9903578800138076, 0.1760369858727131, 0.40465613704815717, 0.927591686266849, 0.01191960108856649, 0.5871751306201308, 0.30165390025335836, 0.601405827295897, 0.5314114837961998]",
44,64,"[0.20442666016295474, 0.36927916059201904, 0.8021650515551668, 0.36772066478489984, 0.2864422306688017, 0.545600321983835, 0.08347853382899373, 0.521963433748353, 0.3144311314316173, 0.3114244993575038, 0.10565319925087824, 0.8560259697120188, 0.1292452640110141]",mouth
44,65,"[0.04018517065187066, 0.9762360890829901, 0.7892606597289908, 0.5125250016959375, 0.019833826321395742, 0.22258987410929199, 0.5513012663648984, 0.9464427287151339, 0.6323229437227907, 0.29129089156920596, 0.5695528372246388, 0.42754609940436605, 0.05915459640477261]",
44,66,"[0.5506735748618434, 0.7192439448430828, 0.06263837981725273, 0.46865166325692886, 0.8158032381595367, 0.5990807470555595, 0.5673531026932317, 0.7767084346508747, 0.2767777560066601, 0.2624944893507192, 0.670303184650205, 0.3964541229247819, 0.04269616914849317]",eye
44,67,"[0.23930958526846713, 0.7002278478648035, 0.5670303604503761, 0.8256739908069343, 0.795248753242742, 0.6593234858685058, 0.206024429721279, 0.3802162008681923, 0.04168309188545993, 0.3088448179800233, 0.10350797557779778, 0.06344021770800379, 0.9982824182301984]",eye
44,68,"[0.27973860204137313, 0.1354046384973968, 0.4627137495693684, 0.17299025377915012, 0.4023955295000543, 0.7457496972884131, 0.38098838923029554, 0.921189352601997, 0.8026727424245325, 0.22897314595547735, 0.6210213442180451, 0.0008997720185400793, 0.8823640793200601]",
44,69,"[0.3719816231125045, 0.42873402744327804, 0.9232633846832405, 0.713803248159012, 0.26819367508311054, 0.8571372793459636, 0.19589944005441784, 0.8626546503141216, 0.6774056231470108, 0.8929883597134198, 0.294200462483416, 0.14914799406354529, 0.4182238264974668]",
44,70,"[0.22577636194934825, 0.5429527894487549, 0.019030254318215145, 0.8979036421606733, 0.3117586577383995, 0.9639685845491944, 0.36252334176516, 0.04133601241534102, 0.8328660614056124, 0.09226102821221449, 0.5668902518241149, 0.9021274538074462, 0.6039113160409197]",eye
44,71,"[0.3167696597908364, 0.2700116712700058, 0.9428247167494148, 0.06428706478761703, 0.6839875587479254, 0.09905013784156125, 0.8977747027576852, 0.4722160245513053, 0.3097195890938833, 0.06419670899114771, 0.663006303312141, 0.8618904902556871, 0.17385969736456042]",eye
44,72,"[0.8596178384828973, 0.2307166324623232, 0.9649598668093666, 0.5440292629597764, 0.7086657011941241, 0.38838639342670433, 0.9562359017884985, 0.12277899544461124, 0.4875899495806977, 0.01621848874003262, 0.4226504900730953, 0.20896439184461024, 0.5085140056909077]",eye
44,73,"[0.42500183699859473, 0.08427158947363389, 0.280328606342654, 0.39532124711710415, 0.40527988175186913, 0.044245510012262734, 0.35062165036245885, 0.3744289095049991, 0.7329135970802848, 0.05030005051994868, 0.1764200508007847, 0.537510541107217, 0.2648315006913191]",
44,74,"[0.2899466162492401, 0.23793094694787909, 0.07554935780508287, 0.1527614239829811, 0.360260794761053, 0.06694233563185625, 0.9270724841247358, 0.4494275645021544, 0.35756650551999847, 0.9206419434502293, 0.7759926716905516, 0.30732907709097534, 0.7866080274860227]",eye
44,75,"[0.549835580799549, 0.7253028641966486, 0.5605716076126408, 0.7241043380362953, 0.1302735676308724, 0.779023988527586, 0.701283632015907, 0.24372133652950134, 0.7705283606879879, 0.7672814909246919, 0.6635276798331345, 0.8836353558183968, 0.44103944463512046]",eye
44,76,"[0.35440512820690295, 0.048605974376344285, 0.8288063152957541, 0.6414001973750142, 0.5764843676233392, 0.10051348329491616, 0.3223029324427894, 0.5970553416387157, 0.9476395901663611, 0.20233614206920747, 0.36794212442315966, 0.2787632732026235, 0.09514854505861825]",eye
44,77,"[0.44821073278796497, 0.3294564301606895, 0.6472707481130304, 0.09628196626902674, 0.05037815353153374, 0.44503769801140736, 0.6872722926292284, 0.15634763403859298, 0.8739345531584539, 0.3162244846349451, 0.20346603197696655, 0.470026104566866, 0.41503103050551937]",
44,78,"[0.734281794317925, 0.76736782094106, 0.3721163382680225, 0.009916357994295466, 0.28005140986864896, 0.8886875188881576, 0.6301034553800597, 0.4804395851026646, 0.9269539494314157, 0.2670294254889283, 0.9182789409482875, 0.27031138610622385, 0.5684646899784843]",mouth
44,79,"[0.004341139009845119, 0.11552134486193966, 0.5144063351825784, 0.3836477463997161, 0.7241534199589464, 0.6522249195044463, 0.7527493781119241, 0.48231023478124513, 0.3448867677393974, 0.1770037141920182, 0.5979031926601561, 0.6276241030425913, 0.6797369181044451]",
44,80,"[0.7641802949497494, 0.46867470584896787, 0.7635712660747151, 0.7535820002002326, 0.7735553601910599, 0.9035783598131149, 0.5506699068122674, 0.5296363701250514, 0.841910100671937, 0.2718524488953604, 0.8255162315411377, 0.19636346635828006, 0.9150508822280251]",mouth
44,81,"[0.6497288352939972, 0.39805147135039254, 0.5773195666438158, 0.7896035402743814, 0.46680049828431547, 0.9993216006080763, 0.9554005756471975, 0.02149241084978304, 0.9069089072871711, 0.8114744728622253, 0.5813609976977379, 0.8610497284796975, 0.5450862048372991]",eye
44,82,"[0.4443045052944976, 0.9722748698078206, 0.680251484346368, 0.12803966333422168, 0.9449375308565152, 0.4775855059783696, 0.1048244803382884, 0.49753367392462655, 0.16275711791406733, 0.6986010133133886, 0.7866266779733324, 0.7590517654161749, 0.8130200674250381]",eye
44,83,"[0.6721479389015929, 0.8187125827907018, 0.6846727257544055, 0.9371355540045364, 0.21861016440489955, 0.9002197374349917, 0.09138310552339612, 0.37642552050163913, 0.10560910492987696, 0.8394815768739639, 0.5416760751938766, 0.043610127400242615, 0.5980945896536606]",
44,84,"[0.2625344268996692, 0.7111987558446361, 0.3818493005052941, 0.9772721478055901, 0.24607785818794403, 0.729529122151629, 0.1510483510439704, 0.8621621501621806, 0.5403908014034634, 0.750573585191592, 0.21397873968757242, 0.37583722369359285, 0.06685313745052446]",mouth
44,85,"[0.9588670231311469, 0.024222725267202483, 0.7598046537924261, 0.3234897821648014, 0.8518107243255275, 0.639372996601266, 0.28665181241386006, 0.6706135301925926, 0.0867813604035308, 0.7305674249034645, 0.8252930237460251, 0.43294905520864413, 0.8857578564906061]",mouth
44,86,"[0.35807675848938136, 0.38975095938684945, 0.4492837717504583, 0.48105681143054935, 0.021198155232196036, 0.8100775999341524, 0.1490578543481469, 0.49697183103711273, 0.10131564264223347, 0.39200401205727886, 0.31392418724856974, 0.728045902127498, 0.4268482816293142]",eye
44,87,"[0.5666079219398417, 0.2615214741427847, 0.3877655375810811, 0.5499444576988067, 0.8040637770250091, 0.11257932226181644, 0.1705561698053828, 0.146178667518591, 0.544393194414012, 0.08189570413746416, 0.9978975344207038, 0.8946134647796092, 0.7889274552896148]",
44,88,"[0.8596479844059206, 0.2976382558091647, 0.05172408279580798, 0.8677081442682256, 0.40750521501834713, 0.0848620302067844, 0.802426161565414, 0.9543436226873736, 0.0599871188775607, 0.1380684115627384, 0.9582440265521951, 0.8069094221809632, 0.8135373121653058]",eye
44,89,"[0.2933629089720463, 0.11381160905065302, 0.18628091438903938, 0.4955616924756492, 0.5669412232991063, 0.26563784715923944, 0.3216327586884342, 0.5927284600368496, 0.5669008222460858, 0.41904357207473364, 0.7751028950919431, 0.9772413833938463, 0.47013765288547027]",
44,90,"[0.939788569936753, 0.9862260816294928, 0.9594994923809976, 0.03672357130516979, 0.6785053292797022, 0.46258140385537216, 0.5815176287797209, 0.7987413051402187, 0.03244263536684666, 0.5946118290278337, 0.6385816094512781, 0.3203256538116568, 0.07326782150823818]",eye
44,91,"[0.7486177023387105, 0.0021332963523796877, 0.8120191822428433, 0.13424716568942507, 0.25804315646064246, 0.15839781052138568, 0.6366526250752536, 0.6705131317535241, 0.9436077704548661, 0.19135187707294898, 0.8078932899797763, 0.10268274507278452, 0.39927676853758753]",mouth
44,92,"[0.018601736381564926, 0.9592196268211607, 0.5569462920009328, 0.3855267603235524, 0.5286176209164645, 0.801953131534051, 0.12469103426099526, 0.39113875492571304, 0.20695281561872014, 0.30121008739352406, 0.8176040733919745, 0.559804038586594, 0.453646128133509]",
44,93,"[0.8552361418315989, 0.3644956422369634, 0.7198784500110094, 0.44648954887696723, 0.7038903191369387, 0.3638593048847244, 0.10087930834130476, 0.9996336823626826, 0.7255968918288279, 0.15649513333355203, 0.33462196289355706, 0.6281012599171761, 0.4484792357860933]",mouth
44,94,"[0.8507631368601287, 0.19723940972186316, 0.0614798076062979, 0.2538942338061957, 0.4848949133699779, 0.7131569424362691, 0.5301126128555707, 0.3606943325943156, 0.12463010169890365, 0.40094134114977176, 0.14146462673311244, 0.48820699058403383, 0.6139738032743589]",
44,95,"[0.6187484548479176, 0.7877832969993727, 0.7974254601937639, 0.34650611265913944, 0.13122515706211335, 0.5879250270696347, 0.7782016764880264, 0.7812738599786432, 0.7043881358370373, 0.916372450674987, 0.7756878011475774, 0.18893285211273148, 0.994329580539153]",mouth
44,96,"[0.21708026244210388, 0.32523893613943855, 0.10053493379729095, 0.7435042467441887, 0.5969883681031989, 0.7447399532736959, 0.1267818656429196, 0.2001525453634727, 0.8702711718687564, 0.835467347527374, 0.3969291463817074, 0.7139429329877524, 0.900567708785587]",eye
44,97,"[0.28660008722388863, 0.27440658646725535, 0.4193130882544871, 0.1427732504962782, 0.5596502982426358, 0.46931787132691616, 0.0349521722853835, 0.4415863769910382, 0.20400104037475064, 0.1572937260122056, 0.932123143019706, 0.7016645021217638, 0.19890916317873442]",
44,98,"[0.3309720895893953, 0.42503667207190077, 0.014052368741227506, 0.7546631636930697, 0.19229461136933101, 0.7099068315821013, 0.00042851811671473783, 0.5167059369282576, 0.1878838705763004, 0.5831152079938675, 0.7968255739575085, 0.24958931958710173, 0.748622538364979]",mouth
44,99,"[0.255491271928446, 0.015399771533913476, 0.7797757171700954, 0.0984359496592353, 0.12124743107404579, 0.6580093308288232, 0.7034152380038621, 0.033403372445612534, 0.609592174234172, 0.8483610506445559, 0.9404445992049101, 0.23272038253745253, 0.5465548067268505]",mouth
44,100,"[0.7840922637951451, 0.1264589239966497, 0.5583072789804824, 0.24782724706635662, 0.20226944302227956, 0.18964105030741318, 0.4777923455941848, 0.5686050782481047, 0.7923270815576405, 0.6944023878286076, 0.2742764784545487, 0.9398985920600211, 0.5897810655413801]",mouth
44,101,"[0.5547195469070206, 0.24767340821560757, 0.9968173847328915, 0.21524181245066154, 0.9519906473446564, 0.9320355073265858, 0.8785671321241679, 0.8651318812917694, 0.11711726886322082, 0.3541339544831228, 0.5265108539548617, 0.522650399074543, 0.6679156070495307]",eye
44,102,"[0.8716488188290584, 0.640391609659194, 0.20859984712114832, 0.5373639657815265, 0.32214782635756034, 0.016376953841738984, 0.4203373080846129, 0.5852088006614844, 0.931977695534901, 0.3360961408305603, 0.3496013291519924, 0.8328418117565033, 0.3756666670774792]",eye
44,103,"[0.8166546811823009, 0.39607732235704785, 0.5619350520116246, 0.6440282975512919, 0.7621820634518243, 0.08265810357397929, 0.9070030750288517, 0.21216615181567944, 0.23688462378657915, 0.12423095856364796, 0.26336263612127, 0.5474964030088041, 0.8832803444667499]",mouth
44,104,"[0.824932540364427, 0.3767792626321178, 0.892793837470543, 0.2787648404808466, 0.1583628976280479, 0.08332999532956786, 0.17669573998902832, 0.5402528867078559, 0.2526140427755459, 0.5720411251773942, 0.14304213144184563, 0.8334654234714759, 0.757596276102404]",
44,105,"[0.9915115989101226, 0.7035688806268202, 0.7323388838288841, 0.07943491528472202, 0.20538736840493987, 0.9778560509023102, 0.7105938618069478, 0.325657350264409, 0.35680107073737066, 0.10212292818725033, 0.8003074147310808, 0.5120125827065343, 0.4671746277341544]",
44,106,"[0.25444846155268463, 0.5485378762163925, 0.2846087615718682, 0.19009057534879747, 0.9243104593017802, 0.25985628787889326, 0.2621571768598263, 0.21578264525144975, 0.7435496512855064, 0.265704158873723, 0.3196915004327925, 0.5188653706807528, 0.46309941631222384]",
44,107,"[0.8177584738106062, 0.9804993156321459, 0.9611475401173702, 0.5382452282293883, 0.2889956951486219, 0.32400421479542085, 0.7398905084137982, 0.0711184572690251, 0.10439065734928321, 0.1617224897557411, 0.4749729710672499, 0.6748375055738169, 0.7594934208811659]",eye
44,108,"[0.26728431226814864, 0.9170340403037346, 0.12054460431536296, 0.7838473615902024, 0.40574755782674143, 0.924248132002366, 0.06713500008492257, 0.9789116247145272, 0.5273797326622794, 0.9943878227519387, 0.5315943642551507, 0.07767887533666185, 0.8055359517099442]",mouth
44,109,"[0.7024207665248657, 0.9450698321959267, 0.11451485288021834, 0.31071386012796354, 0.1151524647398191, 0.5103810138939391, 0.9553688757670954, 0.19373122476989313, 0.44078191615214957, 0.8914330290000725, 0.8394625251881203, 0.13000116942725737, 0.8383024240980825]",
44,110,"[0.11100544616178765, 0.8501822930440911, 0.8294940198022098, 0.4744086382568635, 0.014981064495179885, 0.21621645399182365, 0.849059729079187, 0.25758736052723474, 0.3108743428819587, 0.07188545327260853, 0.737897442112709, 0.17251521252184832, 0.21972811293582573]",eye
44,111,"[0.026027802281755386, 0.16239977807870298, 0.8478903231321943, 0.31021908138410226, 0.24576170565366195, 0.8521161204517835, 0.07341796003148604, 0.23882810971254043, 0.14714787971681342, 0.5378273069953566, 0.021273637297079206, 0.818184085232878, 0.4409576019685615]",
44,112,"[0.5285201365117344, 0.49136233936204154, 0.42479225547038657, 0.21819688867706022, 0.27937668411207706, 0.2791309691836448, 0.950036192616562, 0.30344586200275747, 0.7733524597316517, 0.8756047215577528, 0.26215058336693753, 0.2728901977200544, 0.745671622066868]",mouth
44,113,"[0.4739839556730435, 0.051899746814800696, 0.971006072783067, 0.22960887971633692, 0.935340228417403, 0.5313706768145241, 0.43344244149181876, 0.3497109975260497, 0.045230848468794105, 0.7104851206442253, 0.5972378530444078, 0.757102047502381, 0.3957922069538816]",eye
